"","Well","OD","Time","Plate","ID","Strain","Condition","Medium","Replicate"
"774","F3",1.8448,56,1,"1-F3","YML058W-A-Y7039","Dried","YPD",3
"776","H3",0.1062,56,1,"1-H3","Blank","","YPD",3
"777","A3",1.9151,58,1,"1-A3","YHL033C-Y7039","Liquid","YPD",3
"778","B3",1.9246,58,1,"1-B3","YIL066C-Y7039","Liquid","YPD",3
"779","C3",1.9159,58,1,"1-C3","YML058W-A-Y7039","Liquid","YPD",3
"780","D3",1.6632,58,1,"1-D3","YHL033C-Y7039","Dried","YPD",3
"781","E3",1.9798,58,1,"1-E3","YIL066C-Y7039","Dried","YPD",3
"782","F3",1.7833,58,1,"1-F3","YML058W-A-Y7039","Dried","YPD",3
"784","H3",0.1048,58,1,"1-H3","Blank","","YPD",3
"785","A3",1.9943,60,1,"1-A3","YHL033C-Y7039","Liquid","YPD",3
"786","B3",1.9254,60,1,"1-B3","YIL066C-Y7039","Liquid","YPD",3
"787","C3",1.9802,60,1,"1-C3","YML058W-A-Y7039","Liquid","YPD",3
"788","D3",1.7251,60,1,"1-D3","YHL033C-Y7039","Dried","YPD",3
"789","E3",2.0152,60,1,"1-E3","YIL066C-Y7039","Dried","YPD",3
"790","F3",1.8509,60,1,"1-F3","YML058W-A-Y7039","Dried","YPD",3
"792","H3",0.1064,60,1,"1-H3","Blank","","YPD",3
"793","A3",2.0233,62,1,"1-A3","YHL033C-Y7039","Liquid","YPD",3
"794","B3",1.9488,62,1,"1-B3","YIL066C-Y7039","Liquid","YPD",3
"795","C3",2.0452,62,1,"1-C3","YML058W-A-Y7039","Liquid","YPD",3
"796","D3",1.8341,62,1,"1-D3","YHL033C-Y7039","Dried","YPD",3
"797","E3",1.9961,62,1,"1-E3","YIL066C-Y7039","Dried","YPD",3
"798","F3",1.815,62,1,"1-F3","YML058W-A-Y7039","Dried","YPD",3
"800","H3",0.1066,62,1,"1-H3","Blank","","YPD",3
"801","A3",1.9962,64,1,"1-A3","YHL033C-Y7039","Liquid","YPD",3
"802","B3",1.9689,64,1,"1-B3","YIL066C-Y7039","Liquid","YPD",3
"803","C3",2.0037,64,1,"1-C3","YML058W-A-Y7039","Liquid","YPD",3
"804","D3",1.8274,64,1,"1-D3","YHL033C-Y7039","Dried","YPD",3
"805","E3",1.9962,64,1,"1-E3","YIL066C-Y7039","Dried","YPD",3
"806","F3",1.7683,64,1,"1-F3","YML058W-A-Y7039","Dried","YPD",3
"808","H3",0.1047,64,1,"1-H3","Blank","","YPD",3
"809","A3",2.0132,66,1,"1-A3","YHL033C-Y7039","Liquid","YPD",3
"810","B3",1.9699,66,1,"1-B3","YIL066C-Y7039","Liquid","YPD",3
"811","C3",2.0101,66,1,"1-C3","YML058W-A-Y7039","Liquid","YPD",3
"812","D3",1.8485,66,1,"1-D3","YHL033C-Y7039","Dried","YPD",3
"813","E3",2.0204,66,1,"1-E3","YIL066C-Y7039","Dried","YPD",3
"814","F3",1.8352,66,1,"1-F3","YML058W-A-Y7039","Dried","YPD",3
"816","H3",0.1057,66,1,"1-H3","Blank","","YPD",3
"817","A4",0.131,0,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"818","B4",0.1625,0,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"819","C4",0.1405,0,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"820","D4",0.1724,0,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"821","E4",0.1668,0,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"822","F4",0.2019,0,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"824","H4",0.0963,0,1,"1-H4","Blank","","SD-His",1
"825","A4",0.1493,2,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"826","B4",0.1598,2,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"827","C4",0.1414,2,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"828","D4",0.1743,2,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"829","E4",0.1537,2,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"830","F4",0.1652,2,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"832","H4",0.0948,2,1,"1-H4","Blank","","SD-His",1
"833","A4",0.1681,4,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"834","B4",0.155,4,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"835","C4",0.1363,4,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"836","D4",0.1695,4,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"837","E4",0.1492,4,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"838","F4",0.1493,4,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"840","H4",0.0948,4,1,"1-H4","Blank","","SD-His",1
"841","A4",0.1574,6,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"842","B4",0.146,6,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"843","C4",0.13,6,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"844","D4",0.1611,6,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"845","E4",0.1461,6,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"846","F4",0.1426,6,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"848","H4",0.095,6,1,"1-H4","Blank","","SD-His",1
"849","A4",0.1529,8,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"850","B4",0.1489,8,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"851","C4",0.1384,8,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"852","D4",0.1506,8,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"853","E4",0.1449,8,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"854","F4",0.1401,8,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"856","H4",0.0945,8,1,"1-H4","Blank","","SD-His",1
"857","A4",0.1761,10,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"858","B4",0.1666,10,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"859","C4",0.1377,10,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"860","D4",0.1428,10,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"861","E4",0.1421,10,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"862","F4",0.1396,10,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"864","H4",0.0942,10,1,"1-H4","Blank","","SD-His",1
"865","A4",0.1595,12,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"866","B4",0.2209,12,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"867","C4",0.171,12,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"868","D4",0.1361,12,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"869","E4",0.1406,12,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"870","F4",0.1436,12,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"872","H4",0.0939,12,1,"1-H4","Blank","","SD-His",1
"873","A4",0.1766,14,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"874","B4",0.2411,14,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"875","C4",0.2242,14,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"876","D4",0.1316,14,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"877","E4",0.1419,14,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"878","F4",0.1416,14,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"880","H4",0.094,14,1,"1-H4","Blank","","SD-His",1
"881","A4",0.2822,16,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"882","B4",0.376,16,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"883","C4",0.356,16,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"884","D4",0.1277,16,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"885","E4",0.1468,16,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"886","F4",0.1428,16,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"888","H4",0.0938,16,1,"1-H4","Blank","","SD-His",1
"889","A4",0.6091,18,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"890","B4",0.2393,18,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"891","C4",0.3685,18,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"892","D4",0.125,18,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"893","E4",0.1614,18,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"894","F4",0.1547,18,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"896","H4",0.0939,18,1,"1-H4","Blank","","SD-His",1
"897","A4",0.7267,20,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"898","B4",0.7038,20,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"899","C4",0.6965,20,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"900","D4",0.1249,20,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"901","E4",0.1984,20,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"902","F4",0.1818,20,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"904","H4",0.0939,20,1,"1-H4","Blank","","SD-His",1
"905","A4",0.9011,22,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"906","B4",0.9179,22,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"907","C4",0.8261,22,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"908","D4",0.1476,22,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"909","E4",0.272,22,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"910","F4",0.2315,22,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"912","H4",0.0938,22,1,"1-H4","Blank","","SD-His",1
"913","A4",1.1643,24,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"914","B4",1.1183,24,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"915","C4",1.244,24,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"916","D4",0.3182,24,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"917","E4",0.2516,24,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"918","F4",0.2384,24,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"920","H4",0.0942,24,1,"1-H4","Blank","","SD-His",1
"921","A4",1.5759,26,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"922","B4",1.4843,26,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"923","C4",1.6245,26,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"924","D4",0.3515,26,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"925","E4",0.3285,26,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"926","F4",0.5286,26,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"928","H4",0.0938,26,1,"1-H4","Blank","","SD-His",1
"929","A4",1.6707,28,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"930","B4",1.624,28,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"931","C4",1.723,28,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"932","D4",0.2171,28,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"933","E4",0.5364,28,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"934","F4",0.5012,28,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"936","H4",0.0939,28,1,"1-H4","Blank","","SD-His",1
"937","A4",1.7165,30,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"938","B4",1.7,30,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"939","C4",1.7382,30,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"940","D4",0.424,30,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"941","E4",1.3281,30,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"942","F4",1.1861,30,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"944","H4",0.094,30,1,"1-H4","Blank","","SD-His",1
"945","A4",1.7209,32,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"946","B4",1.7207,32,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"947","C4",1.7082,32,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"948","D4",0.674,32,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"949","E4",1.5852,32,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"950","F4",1.3363,32,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"952","H4",0.0941,32,1,"1-H4","Blank","","SD-His",1
"953","A4",1.7157,34,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"954","B4",1.7007,34,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"955","C4",1.6948,34,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"956","D4",1.087,34,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"957","E4",1.6523,34,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"958","F4",1.3461,34,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"960","H4",0.0942,34,1,"1-H4","Blank","","SD-His",1
"961","A4",1.6708,36,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"962","B4",1.6765,36,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"963","C4",1.6828,36,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"964","D4",1.5837,36,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"965","E4",1.6594,36,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"966","F4",1.5801,36,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"968","H4",0.0939,36,1,"1-H4","Blank","","SD-His",1
"969","A4",1.627,38,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"970","B4",1.6339,38,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"971","C4",1.6375,38,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"972","D4",1.842,38,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"973","E4",1.7976,38,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"974","F4",1.6295,38,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"976","H4",0.0941,38,1,"1-H4","Blank","","SD-His",1
"977","A4",1.6364,40,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"978","B4",1.6309,40,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"979","C4",1.6218,40,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"980","D4",1.8456,40,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"981","E4",1.7576,40,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"982","F4",1.7005,40,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"984","H4",0.0938,40,1,"1-H4","Blank","","SD-His",1
"985","A4",1.7136,42,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"986","B4",1.6633,42,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"987","C4",1.6802,42,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"988","D4",1.8458,42,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"989","E4",1.7365,42,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"990","F4",1.7045,42,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"992","H4",0.0953,42,1,"1-H4","Blank","","SD-His",1
"993","A4",1.6792,44,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"994","B4",1.7598,44,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"995","C4",1.736,44,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"996","D4",1.7496,44,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"997","E4",1.7636,44,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"998","F4",1.762,44,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1000","H4",0.0931,44,1,"1-H4","Blank","","SD-His",1
"1001","A4",1.6006,46,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1002","B4",1.7211,46,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1003","C4",1.6909,46,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1004","D4",1.9097,46,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1005","E4",1.7816,46,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1006","F4",1.7062,46,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1008","H4",0.093,46,1,"1-H4","Blank","","SD-His",1
"1009","A4",1.6568,48,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1010","B4",1.7153,48,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1011","C4",1.6997,48,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1012","D4",1.8275,48,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1013","E4",1.7712,48,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1014","F4",1.7446,48,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1016","H4",0.0941,48,1,"1-H4","Blank","","SD-His",1
"1017","A4",1.7324,50,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1018","B4",1.7519,50,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1019","C4",1.7075,50,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1020","D4",1.8248,50,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1021","E4",1.7905,50,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1022","F4",1.7177,50,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1024","H4",0.0928,50,1,"1-H4","Blank","","SD-His",1
"1025","A4",1.7503,52,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1026","B4",1.7478,52,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1027","C4",1.7466,52,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1028","D4",1.6322,52,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1029","E4",1.8354,52,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1030","F4",1.7756,52,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1032","H4",0.0925,52,1,"1-H4","Blank","","SD-His",1
"1033","A4",1.7821,54,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1034","B4",1.7819,54,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1035","C4",1.7618,54,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1036","D4",1.4729,54,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1037","E4",1.8064,54,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1038","F4",1.8018,54,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1040","H4",0.0921,54,1,"1-H4","Blank","","SD-His",1
"1041","A4",1.8258,56,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1042","B4",1.816,56,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1043","C4",1.7891,56,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1044","D4",1.3644,56,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1045","E4",1.8344,56,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1046","F4",1.7989,56,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1048","H4",0.0932,56,1,"1-H4","Blank","","SD-His",1
"1049","A4",1.7974,58,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1050","B4",1.8355,58,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1051","C4",1.7827,58,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1052","D4",1.2806,58,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1053","E4",1.8135,58,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1054","F4",1.7981,58,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1056","H4",0.0922,58,1,"1-H4","Blank","","SD-His",1
"1057","A4",1.8236,60,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1058","B4",1.8327,60,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1059","C4",1.7938,60,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1060","D4",1.2562,60,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1061","E4",1.8126,60,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1062","F4",1.8052,60,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1064","H4",0.0923,60,1,"1-H4","Blank","","SD-His",1
"1065","A4",1.8418,62,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1066","B4",1.8442,62,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1067","C4",1.8092,62,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1068","D4",1.1179,62,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1069","E4",1.8144,62,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1070","F4",1.8119,62,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1072","H4",0.0923,62,1,"1-H4","Blank","","SD-His",1
"1073","A4",1.8506,64,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1074","B4",1.8415,64,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1075","C4",1.8074,64,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1076","D4",1.0798,64,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1077","E4",1.8368,64,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1078","F4",1.8208,64,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1080","H4",0.0922,64,1,"1-H4","Blank","","SD-His",1
"1081","A4",1.8663,66,1,"1-A4","YHL033C-Y7039","Liquid","SD-His",1
"1082","B4",1.8577,66,1,"1-B4","YIL066C-Y7039","Liquid","SD-His",1
"1083","C4",1.8323,66,1,"1-C4","YML058W-A-Y7039","Liquid","SD-His",1
"1084","D4",1.0001,66,1,"1-D4","YHL033C-Y7039","Dried","SD-His",1
"1085","E4",1.8189,66,1,"1-E4","YIL066C-Y7039","Dried","SD-His",1
"1086","F4",1.8331,66,1,"1-F4","YML058W-A-Y7039","Dried","SD-His",1
"1088","H4",0.0917,66,1,"1-H4","Blank","","SD-His",1
"1089","A5",0.1333,0,1,"1-A5","YHL033C-Y7039","Liquid","SD-His",2
"1090","B5",0.1605,0,1,"1-B5","YIL066C-Y7039","Liquid","SD-His",2
"1091","C5",0.1497,0,1,"1-C5","YML058W-A-Y7039","Liquid","SD-His",2
"1092","D5",0.1145,0,1,"1-D5","YHL033C-Y7039","Dried","SD-His",2
"1093","E5",0.1574,0,1,"1-E5","YIL066C-Y7039","Dried","SD-His",2
"1094","F5",0.2269,0,1,"1-F5","YML058W-A-Y7039","Dried","SD-His",2
"1096","H5",0.0971,0,1,"1-H5","Blank","","SD-His",2
"1097","A5",0.1475,2,1,"1-A5","YHL033C-Y7039","Liquid","SD-His",2
"1098","B5",0.1696,2,1,"1-B5","YIL066C-Y7039","Liquid","SD-His",2
"1099","C5",0.1516,2,1,"1-C5","YML058W-A-Y7039","Liquid","SD-His",2
"1100","D5",0.1162,2,1,"1-D5","YHL033C-Y7039","Dried","SD-His",2
"1101","E5",0.1555,2,1,"1-E5","YIL066C-Y7039","Dried","SD-His",2
"1102","F5",0.2051,2,1,"1-F5","YML058W-A-Y7039","Dried","SD-His",2
"1104","H5",0.0965,2,1,"1-H5","Blank","","SD-His",2
"1105","A5",0.1484,4,1,"1-A5","YHL033C-Y7039","Liquid","SD-His",2
"1106","B5",0.1483,4,1,"1-B5","YIL066C-Y7039","Liquid","SD-His",2
"1107","C5",0.1462,4,1,"1-C5","YML058W-A-Y7039","Liquid","SD-His",2
"1108","D5",0.1168,4,1,"1-D5","YHL033C-Y7039","Dried","SD-His",2
"1109","E5",0.1533,4,1,"1-E5","YIL066C-Y7039","Dried","SD-His",2
"1110","F5",0.2019,4,1,"1-F5","YML058W-A-Y7039","Dried","SD-His",2
"1112","H5",0.0961,4,1,"1-H5","Blank","","SD-His",2
"1113","A5",0.1408,6,1,"1-A5","YHL033C-Y7039","Liquid","SD-His",2
"1114","B5",0.1371,6,1,"1-B5","YIL066C-Y7039","Liquid","SD-His",2
"1115","C5",0.1473,6,1,"1-C5","YML058W-A-Y7039","Liquid","SD-His",2
"1116","D5",0.1162,6,1,"1-D5","YHL033C-Y7039","Dried","SD-His",2
"1117","E5",0.1513,6,1,"1-E5","YIL066C-Y7039","Dried","SD-His",2
"1118","F5",0.1957,6,1,"1-F5","YML058W-A-Y7039","Dried","SD-His",2
"1120","H5",0.096,6,1,"1-H5","Blank","","SD-His",2
"1121","A5",0.1545,8,1,"1-A5","YHL033C-Y7039","Liquid","SD-His",2
"1122","B5",0.1522,8,1,"1-B5","YIL066C-Y7039","Liquid","SD-His",2
"1123","C5",0.1442,8,1,"1-C5","YML058W-A-Y7039","Liquid","SD-His",2
"1124","D5",0.116,8,1,"1-D5","YHL033C-Y7039","Dried","SD-His",2
"1125","E5",0.1516,8,1,"1-E5","YIL066C-Y7039","Dried","SD-His",2
"1126","F5",0.1938,8,1,"1-F5","YML058W-A-Y7039","Dried","SD-His",2
"1128","H5",0.0956,8,1,"1-H5","Blank","","SD-His",2
"1129","A5",0.1591,10,1,"1-A5","YHL033C-Y7039","Liquid","SD-His",2
"1130","B5",0.159,10,1,"1-B5","YIL066C-Y7039","Liquid","SD-His",2
"1131","C5",0.1502,10,1,"1-C5","YML058W-A-Y7039","Liquid","SD-His",2
"1132","D5",0.1156,10,1,"1-D5","YHL033C-Y7039","Dried","SD-His",2
"1133","E5",0.1513,10,1,"1-E5","YIL066C-Y7039","Dried","SD-His",2
"1134","F5",0.191,10,1,"1-F5","YML058W-A-Y7039","Dried","SD-His",2
"1136","H5",0.096,10,1,"1-H5","Blank","","SD-His",2
"1137","A5",0.1362,12,1,"1-A5","YHL033C-Y7039","Liquid","SD-His",2
"1138","B5",0.2174,12,1,"1-B5","YIL066C-Y7039","Liquid","SD-His",2
"1139","C5",0.1882,12,1,"1-C5","YML058W-A-Y7039","Liquid","SD-His",2
"1140","D5",0.1159,12,1,"1-D5","YHL033C-Y7039","Dried","SD-His",2
"1141","E5",0.1511,12,1,"1-E5","YIL066C-Y7039","Dried","SD-His",2
"1142","F5",0.1893,12,1,"1-F5","YML058W-A-Y7039","Dried","SD-His",2
"1144","H5",0.0953,12,1,"1-H5","Blank","","SD-His",2
"1145","A5",0.183,14,1,"1-A5","YHL033C-Y7039","Liquid","SD-His",2
"1146","B5",0.1681,14,1,"1-B5","YIL066C-Y7039","Liquid","SD-His",2
"1147","C5",0.2619,14,1,"1-C5","YML058W-A-Y7039","Liquid","SD-His",2
"1148","D5",0.114,14,1,"1-D5","YHL033C-Y7039","Dried","SD-His",2
