"","Well","OD","Time","Plate","ID","Strain","Trehalose","Condition","Medium","Replicate"
"1979","C7",1.8562,62,1,"1-C7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",1
"1980","D7",1.8314,62,1,"1-D7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",1
"1981","E7",1.8273,62,1,"1-E7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",1
"1982","F7",1.7579,62,1,"1-F7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",1
"1983","G7",0.095,62,1,"1-G7","Blank","Growth Medium","","SD-HIS-LEU",1
"1985","A7",1.5347,64,1,"1-A7","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",1
"1986","B7",0.133,64,1,"1-B7","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",1
"1987","C7",1.8604,64,1,"1-C7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",1
"1988","D7",1.8321,64,1,"1-D7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",1
"1989","E7",1.8375,64,1,"1-E7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",1
"1990","F7",1.7588,64,1,"1-F7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",1
"1991","G7",0.0954,64,1,"1-G7","Blank","Growth Medium","","SD-HIS-LEU",1
"1993","A7",1.562,66,1,"1-A7","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",1
"1994","B7",0.1579,66,1,"1-B7","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",1
"1995","C7",1.8716,66,1,"1-C7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",1
"1996","D7",1.8379,66,1,"1-D7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",1
"1997","E7",1.8124,66,1,"1-E7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",1
"1998","F7",1.7644,66,1,"1-F7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",1
"1999","G7",0.096,66,1,"1-G7","Blank","Growth Medium","","SD-HIS-LEU",1
"2001","A7",1.5866,68,1,"1-A7","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",1
"2002","B7",0.2122,68,1,"1-B7","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",1
"2003","C7",1.8847,68,1,"1-C7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",1
"2004","D7",1.8456,68,1,"1-D7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",1
"2005","E7",1.8145,68,1,"1-E7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",1
"2006","F7",1.7663,68,1,"1-F7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",1
"2007","G7",0.098,68,1,"1-G7","Blank","Growth Medium","","SD-HIS-LEU",1
"2009","A7",1.6039,70,1,"1-A7","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",1
"2010","B7",0.8615,70,1,"1-B7","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",1
"2011","C7",1.8438,70,1,"1-C7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",1
"2012","D7",1.8334,70,1,"1-D7","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",1
"2013","E7",1.8484,70,1,"1-E7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",1
"2014","F7",1.7618,70,1,"1-F7","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",1
"2015","G7",0.1188,70,1,"1-G7","Blank","Growth Medium","","SD-HIS-LEU",1
"2017","A8",0.1061,0,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2018","B8",0.097,0,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2019","C8",0.1181,0,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2020","D8",0.1115,0,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2021","E8",0.1155,0,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2022","F8",0.1162,0,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2023","G8",0.1028,0,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2025","A8",0.107,2,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2026","B8",0.0976,2,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2027","C8",0.1231,2,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2028","D8",0.1113,2,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2029","E8",0.1322,2,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2030","F8",0.1292,2,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2031","G8",0.1067,2,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2033","A8",0.1074,4,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2034","B8",0.0971,4,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2035","C8",0.1233,4,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2036","D8",0.1135,4,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2037","E8",0.1296,4,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2038","F8",0.1196,4,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2039","G8",0.1093,4,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2041","A8",0.1071,6,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2042","B8",0.0972,6,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2043","C8",0.1235,6,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2044","D8",0.1135,6,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2045","E8",0.1228,6,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2046","F8",0.1149,6,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2047","G8",0.109,6,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2049","A8",0.1073,8,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2050","B8",0.0969,8,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2051","C8",0.1227,8,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2052","D8",0.1147,8,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2053","E8",0.1224,8,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2054","F8",0.1193,8,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2055","G8",0.1091,8,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2057","A8",0.1075,10,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2058","B8",0.096,10,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2059","C8",0.122,10,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2060","D8",0.115,10,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2061","E8",0.1194,10,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2062","F8",0.1065,10,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2063","G8",0.109,10,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2065","A8",0.1075,12,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2066","B8",0.0967,12,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2067","C8",0.1205,12,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2068","D8",0.1149,12,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2069","E8",0.1162,12,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2070","F8",0.1066,12,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2071","G8",0.1088,12,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2073","A8",0.1075,14,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2074","B8",0.0966,14,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2075","C8",0.1193,14,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2076","D8",0.1151,14,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2077","E8",0.1141,14,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2078","F8",0.1049,14,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2079","G8",0.109,14,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2081","A8",0.1076,16,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2082","B8",0.0964,16,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2083","C8",0.1187,16,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2084","D8",0.115,16,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2085","E8",0.1131,16,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2086","F8",0.1087,16,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2087","G8",0.1087,16,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2089","A8",0.1079,18,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2090","B8",0.0961,18,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2091","C8",0.1178,18,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2092","D8",0.1152,18,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2093","E8",0.1117,18,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2094","F8",0.1159,18,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2095","G8",0.1087,18,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2097","A8",0.1076,20,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2098","B8",0.0982,20,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2099","C8",0.1174,20,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2100","D8",0.1151,20,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2101","E8",0.1107,20,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2102","F8",0.1034,20,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2103","G8",0.1085,20,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2105","A8",0.1077,22,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2106","B8",0.0961,22,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2107","C8",0.1171,22,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2108","D8",0.1148,22,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2109","E8",0.1102,22,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2110","F8",0.1113,22,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2111","G8",0.1084,22,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2113","A8",0.116,24,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2114","B8",0.1115,24,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2115","C8",0.6247,24,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2116","D8",0.1303,24,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2117","E8",0.8701,24,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2118","F8",0.1147,24,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2119","G8",0.1078,24,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2121","A8",0.1201,26,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2122","B8",0.1118,26,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2123","C8",1.2027,26,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2124","D8",0.1365,26,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2125","E8",1.3085,26,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2126","F8",0.1193,26,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2127","G8",0.1063,26,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2129","A8",0.1206,28,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2130","B8",0.109,28,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2131","C8",1.4424,28,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2132","D8",0.1632,28,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2133","E8",1.5365,28,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2134","F8",0.1244,28,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2135","G8",0.1066,28,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2137","A8",0.1226,30,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2138","B8",0.1087,30,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2139","C8",1.6621,30,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2140","D8",0.2465,30,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2141","E8",1.7005,30,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2142","F8",0.1319,30,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2143","G8",0.1087,30,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2145","A8",0.1287,32,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2146","B8",0.1066,32,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2147","C8",1.7451,32,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2148","D8",0.4366,32,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2149","E8",1.7552,32,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2150","F8",0.1493,32,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2151","G8",0.1063,32,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2153","A8",0.1433,34,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2154","B8",0.1102,34,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2155","C8",1.7098,34,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2156","D8",0.6292,34,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2157","E8",1.7768,34,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2158","F8",0.173,34,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2159","G8",0.107,34,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2161","A8",0.3202,36,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2162","B8",0.1057,36,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2163","C8",1.7369,36,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2164","D8",0.8409,36,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2165","E8",1.792,36,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2166","F8",0.2066,36,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2167","G8",0.1075,36,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2169","A8",0.3772,38,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2170","B8",0.1119,38,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2171","C8",1.7055,38,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2172","D8",1.2286,38,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2173","E8",1.8021,38,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2174","F8",0.2494,38,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2175","G8",0.1073,38,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2177","A8",0.5636,40,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2178","B8",0.1116,40,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2179","C8",1.7274,40,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2180","D8",1.4575,40,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2181","E8",1.8162,40,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2182","F8",0.2904,40,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2183","G8",0.1057,40,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2185","A8",0.6512,42,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2186","B8",0.1229,42,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2187","C8",1.7623,42,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2188","D8",1.6917,42,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2189","E8",1.8196,42,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2190","F8",0.3273,42,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2191","G8",0.1063,42,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2193","A8",1.517,44,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2194","B8",0.2769,44,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2195","C8",1.7146,44,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2196","D8",1.7121,44,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2197","E8",1.7012,44,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2198","F8",0.3912,44,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2199","G8",0.1078,44,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2201","A8",1.3205,46,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2202","B8",0.2288,46,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2203","C8",1.7717,46,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2204","D8",1.7384,46,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2205","E8",1.7799,46,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2206","F8",0.4746,46,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2207","G8",0.115,46,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2209","A8",1.5895,48,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2210","B8",0.2501,48,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2211","C8",1.7836,48,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2212","D8",1.7772,48,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2213","E8",1.8182,48,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2214","F8",0.4644,48,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2215","G8",0.1011,48,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2217","A8",1.3925,50,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2218","B8",0.4488,50,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2219","C8",1.7842,50,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2220","D8",1.7842,50,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2221","E8",1.8383,50,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2222","F8",0.4613,50,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2223","G8",0.1,50,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2225","A8",1.5578,52,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2226","B8",0.9851,52,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2227","C8",1.8073,52,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2228","D8",1.7929,52,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2229","E8",1.8252,52,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2230","F8",0.4553,52,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2231","G8",0.1001,52,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2233","A8",1.386,54,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2234","B8",1.3524,54,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2235","C8",1.813,54,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2236","D8",1.8023,54,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2237","E8",1.8484,54,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2238","F8",0.4537,54,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2239","G8",0.1004,54,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2241","A8",1.4599,56,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2242","B8",1.5843,56,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2243","C8",1.8305,56,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2244","D8",1.8109,56,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2245","E8",1.848,56,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2246","F8",0.4482,56,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2247","G8",0.1003,56,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2249","A8",1.434,58,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
"2250","B8",1.6893,58,1,"1-B8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS-LEU",2
"2251","C8",1.8347,58,1,"1-C8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS",2
"2252","D8",1.8227,58,1,"1-D8","Y7039 x YHL033C","Sporulation Medium","RT","SD-HIS-LEU",2
"2253","E8",1.857,58,1,"1-E8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS",2
"2254","F8",0.4403,58,1,"1-F8","Y7039 x YHL033C","Sporulation Medium","Cold Shock","SD-HIS-LEU",2
"2255","G8",0.0998,58,1,"1-G8","Blank","Growth Medium","","SD-HIS-LEU",2
"2257","A8",1.4125,60,1,"1-A8","Y7039 x YHL033C","Growth Medium","Cold Shock","SD-HIS",2
